accessionVersion,lineage,sampleCollectionDate,geoLocCountry,geoLocAdmin1,authors,authorAffiliations,hostNameScientific,length,earliestReleaseDate,submissionId,groupName,dataUseTerms,dataUseTermsUrl,biosampleAccession,completeness,geoLocAdmin2,geoLocCity,insdcAccessionFull,insdcRawReadsAccession,isLabHost,specimenCollectorSampleId,totalAmbiguousNucs,totalUnknownNucs,parsed_date,year,subtype,group_count,sampling_weight
PP_002NR0W.2,B.D.4.1.1,2019,Taiwan,NA,"Lee, C. Y.","Chang Bing Show Chwan Memorial Hospital, Department of Pediatrics",Homo sapiens,1725,2023-05-01,OP661319.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11332282223098147,NA,NA,OP661319.1,NA,NA,TVGH-A104,0,0,2019-01-01T00:00:00Z,2019,RSV-B,19,0.22941573387056174
PP_002KWGZ.1,B.D.4.1,2016-01-21,Kenya,NA,"Kamau, E.; Otieno, J. R.; Murunga, N.; Nyiro, J. U.; Oketch, J. W.; Ngoi, J. M.; de Laurent, Z. R.; Mwema, A.; Agoti, C. N.; Nokes, D. J.","KEMRI-Wellcome Trust, Epidemiology and Demography",Homo sapiens,15080,2020-04-26,MN365507.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9984890290369204,NA,NA,MN365507.1,NA,NA,KHDSS/206/21-Jan-2016/NGE,0,0,2016-01-21T00:00:00Z,2016,RSV-B,114,0.0936585811581694
PP_002S57U.2,B.D.4,2014-11-24,USA,NA,"Avadhanula, V.; Agustinho, D. P.; Menon, V. K.; Chemaly, R. F.; Shah, D. P.; Qin, X.; Surathu, A.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Gregeen, S. J.; Gibbs, R. A.; Petrosino, J. J.; Sedlazeck, F. J.; Piedra, P. A.","Baylor College of Medicine, Human Genome Sequencing Center",Homo sapiens,15256,2023-10-01,OR466373.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN50264562,1,NA,NA,OR466373.1,SRR34759086,NA,p1306-121310749A,0,0,2014-11-24T00:00:00Z,2014,RSV-B,68,0.12126781251816648
PP_002PL1X.1,B.D.4.1.1,2020-02-03,Russia,NA,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ278653.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11332282223098147,NA,NA,OQ278653.1,NA,NA,70103038,0,0,2020-02-03T00:00:00Z,2020,RSV-B,42,0.1543033499620919
PP_002PPV5.1,B.D.4.1,2016-02-01,USA,Alaska,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ278783.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11332282223098147,NA,NA,OQ278783.1,NA,NA,B_AK_2117_2016_A43,0,0,2016-02-01T00:00:00Z,2016,RSV-B,400,0.05
PP_00288H7.2,B.D,2010-03-21,Jordan,NA,"Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Isom, R.; Hu, L.; Christensen, J.; Miller, J.; Novotny, M.; Durbin, A.; Rocchi, I.; Williams, T.; Arumemi, F.; Das, S.",J. Craig Venter Institute,Homo sapiens,15171,2018-12-15,MK109779.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.996715280515044,NA,NA,MK109779.1,NA,NA,RSVB/Homo sapiens/JOR/D3002/2010,0,0,2010-03-21T00:00:00Z,2010,RSV-B,7,0.3779644730092272
PP_002PLTC.1,B.D.4.1.1,2019-12-13,South Korea,NA,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ278679.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11332282223098147,NA,NA,OQ278679.1,NA,NA,820103049,0,0,2019-12-13T00:00:00Z,2019,RSV-B,23,0.20851441405707477
PP_002UNLE.2,B.D.E.1,2022-10,USA,WA,"Sereewit, J.; Nunley, B. E.; Roychoudhury, P.; Greninger, A. L.","University of Washington Dept. Laboratory Medicine and Pathology, Virology Division",Homo sapiens,15140,2024-05-12,PP760423.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN32118116,0.994481671265274,NA,NA,PP760423.1,SRR28895541,NA,RSV/B/USA/WA-UW-YFP3F/2022,0,0,2022-10-01T00:00:00Z,2022,RSV-B,180,0.07453559924999299
PP_002TU57.1,B.D.4.1.1,2019-06-07,Brazil,NA,"Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.","UMC Utrecht, Paediatric Infectious Diseases",Homo sapiens,15222,2024-04-09,PP377136.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9992116673236106,NA,NA,PP377136.1,NA,NA,550102124,0,0,2019-06-07T00:00:00Z,2019,RSV-B,63,0.1259881576697424
PP_0026FAK.1,B.D.4.1.1,2020-10-31,Japan,NA,"Ichikawa, Y.; Saito, R.","Division of International Health; 1-757 Asahimachi dori, Niigata, Niigata 951-8510",Homo sapiens,15218,2025-02-04,LC862007.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9998029168309026,NA,NA,LC862007.1,NA,NA,HRSV/B/Japan/20U038iso/2020,0,0,2020-10-31T00:00:00Z,2020,RSV-B,13,0.2773500981126146
PP_0024848.2,B.D.4,2013-10-14,USA,NA,"Das, S. R.; Halpin, R. A.; Shilts, M.; Puri, V.; Akopov, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Bishop, B.; Katzel, D.; Schobel, S.; Shrivastava, S.; Hartert, T.",J. Craig Venter Institute,Homo sapiens,15209,2016-04-06,KU950611.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9991459729339116,NA,NA,KU950611.1,NA,NA,RSVB/Homo sapiens/USA/TH_10400/2013,0,0,2013-10-14T00:00:00Z,2013,RSV-B,113,0.09407208683835973
PP_00288GA.2,B.D,2012-12-20,Jordan,NA,"Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Isom, R.; Hu, L.; Christensen, J.; Miller, J.; Novotny, M.; Durbin, A.; Rocchi, I.; Williams, T.; Arumemi, F.; Das, S.",J. Craig Venter Institute,Homo sapiens,15172,2018-12-15,MK109778.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.996715280515044,NA,NA,MK109778.1,NA,NA,RSVB/Homo sapiens/JOR/A0650/2012,0,0,2012-12-20T00:00:00Z,2012,RSV-B,7,0.3779644730092272
PP_0026357.2,B.D.4,2014-07-28,Philippines,NA,"Okamoto, M.; Dapat, C. P.; Sandagon, A. M. D.; Batangan-Nacion, L. P.; Lirio, I. C.; Tamaki, R.; Saito, M.; Saito-Obata, M.; Lupisan, S. P.; Oshitani, H.; Dapat, C.","Virology; 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8575",Homo sapiens,1725,2018-05-12,LC311544.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11332282223098147,NA,NA,LC311544.1,NA,NA,TB5_CA-14-0364,0,0,2014-07-28T00:00:00Z,2014,RSV-B,21,0.2182178902359924
PP_002KZ5J.1,B.D.4.1.2,2017-04-18,Kenya,NA,"Kamau, E.; Otieno, J. R.; Murunga, N.; Nyiro, J. U.; Oketch, J. W.; Ngoi, J. M.; de Laurent, Z. R.; Mwema, A.; Agoti, C. N.; Nokes, D. J.","KEMRI-Wellcome Trust, Epidemiology and Demography",Homo sapiens,15191,2020-04-26,MN365598.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9979634739193272,NA,NA,MN365598.1,NA,NA,KHDSS/297/18-Apr-2017/SOK,0,0,2017-04-18T00:00:00Z,2017,RSV-B,176,0.07537783614444091
PP_002U4XA.1,B.D.4.1.1,2020-01-19,Taiwan,NA,"Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.","UMC Utrecht, Paediatric Infectious Diseases",Homo sapiens,15232,2024-04-09,PP377502.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9992116673236106,NA,NA,PP377502.1,NA,NA,886103021,0,0,2020-01-19T00:00:00Z,2020,RSV-B,3,0.5773502691896258
PP_00288RR.2,B.D,2011-03-10,Jordan,NA,"Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Isom, R.; Hu, L.; Christensen, J.; Miller, J.; Novotny, M.; Durbin, A.; Rocchi, I.; Williams, T.; Arumemi, F.; Das, S.",J. Craig Venter Institute,Homo sapiens,15234,2018-12-15,MK109789.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9992773617133096,NA,NA,MK109789.1,NA,NA,RSVB/Homo sapiens/JOR/C2195/2011,0,0,2011-03-10T00:00:00Z,2011,RSV-B,7,0.3779644730092272
PP_0031GK8.2,B.D.E.1,2021-06-28,Spain,Catalonia,"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres",Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca,NA,15170,2025-06-30,hRSV/B/Spain/CT-HUVH-569492/2021,"Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain",OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA118626679,0.9958612534489556,NA,NA,OZ280117.1,NA,NA,NA,0,8,2021-06-28T00:00:00Z,2021,RSV-B,39,0.16012815380508713
PP_002WFGS.1,B.D.E.1,2023-12-15,France,NA,"Caillault, A.; Fourati, S.","Hospital Henri Mondor - APHP, Department of Virology",Homo sapiens,15155,2025-01-28,PQ899951.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9942188937064774,NA,NA,PQ899951.1,NA,NA,2312V150259,0,19,2023-12-15T00:00:00Z,2023,RSV-B,85,0.10846522890932808
PP_003SU58.1,B.D.4,2017-02-18,France,NA,"Porter, D. P.; Guo, Y.; Perry, J.; Gossage, D. L.; Watkins, T. R.; Chien, J. W.; Jordan, R.","Gilead Sciences, Inc., Clinical Virology",Homo sapiens,1716,2020-06-29,MT543918.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.1127315727236894,NA,NA,MT543918.1,NA,NA,Subject0219_Day3_F,0,0,2017-02-18T00:00:00Z,2017,RSV-B,14,0.2672612419124244
PP_002RVN9.1,B.D.4.1,2017-07-23,Uganda,Soroti,"Odoyo, S. O.; Lambisia, A. W.; Murunga, N.; Lewa, C. S.; Maina, G.; Okanda, D.; Mutunga, M.; Agoti, C. N.; Nokes, J. D.; Githinji, G. L.","KEMRI Wellcome Trust, Epidemiology and Demography",Homo sapiens,14865,2023-08-19,OR256302.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9806201550387597,NA,NA,OR256302.1,NA,NA,Soroti/RSVB/CST40379/23-07-2017,0,4,2017-07-23T00:00:00Z,2017,RSV-B,52,0.1386750490563073
PP_0046WZP.2,B.D.E.5,2025-04-15,Australia,Northern Territory,"Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde",WHO Collaborating Centre for Reference and Research on Influenza,NA,15217,2025-09-24,hRSV/B/Australia/NT-RDH0128/2025,whoflu,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA120261200,0.9985547234266192,NA,Darwin,OZ334427.1,NA,NA,NA,0,0,2025-04-15T00:00:00Z,2025,RSV-B,235,0.06523280730534423
PP_002VFWZ.1,B.D.E.1,2022-11-18,China,Beijing,"Wei, X.; Wang, L.; Li, M.; Qi, J.; Kang, L.; Hu, G.; Gong, C.; Wang, C.; Wang, Y.; Huang, F.; Gao, G. F.","Beijing Center for Disease Prevention and Control, Immunological Prevention",Homo sapiens,15139,2024-11-09,PP974202.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9946787544343711,NA,NA,PP974202.1,NA,NA,2023-01R0966,0,0,2022-11-18T00:00:00Z,2022,RSV-B,6,0.4082482904638631
PP_0047PPE.2,B.D.E.1,2023-10-17,Philippines,Alabang,"Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde",WHO Collaborating Centre for Reference and Research on Influenza,NA,15220,2025-09-24,hRSV/B/Philippines/RITM0091/2023,whoflu,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA120261000,0.9985547234266192,NA,Muntinlupa City,OZ332052.1,NA,NA,NA,0,0,2023-10-17T00:00:00Z,2023,RSV-B,48,0.14433756729740646
PP_002QSQA.1,B.D.4.1.1,2019-01-04,USA,Texas,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ280036.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11332282223098147,NA,NA,OQ280036.1,NA,NA,2028_04_23,0,0,2019-01-04T00:00:00Z,2019,RSV-B,557,0.042371359860703575
PP_002N168.1,B.D.4.1.1,2018-01-18,Finland,NA,"Tabor, D. E.; Fernandes, F.; Langedijk, A. C.; Wilkins, D.; Lebbink, R. J.; Tovchigrechko, A.; Ruzin, A.; Kragten-Tabatabaie, L.; Jin, H.; Esser, M. T.; Bont, L. J.; Abram, M. E.; Tabor, D.","AstraZeneca, Microbial Sciences",Homo sapiens,2504,2021-10-30,OK299754.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.1644987518065957,NA,NA,OK299754.1,NA,NA,358101017,0,0,2018-01-18T00:00:00Z,2018,RSV-B,45,0.14907119849998599
PP_002N6TU.2,B.D,2010,Brazil,NA,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15237,2021-11-07,OK649736.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9990145841545132,NA,NA,OK649736.1,NA,NA,HRSV/B/Brazil/38682/2010,0,0,2010-01-01T00:00:00Z,2010,RSV-B,21,0.2182178902359924
PP_004C3QN.1,B.D,2011-03-26,Hong Kong,NA,"Mak, G. C.; Tsang, A. K.; Lai, K. K.; Wong, V. K.; Li, X.; Lo, J. Y.; Mak, G. C. K.; Tsang, A. K. L.; Lai, K. K. S.; Wong, V. K. L.; Lo, J. Y. C.","Public Health Laboratory Centre, Microbiology Division",Homo sapiens,15203,2025-10-31,PX437394.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9982262514781236,NA,NA,PX437394.1,NA,NA,V11-2225731-Amp,0,0,2011-03-26T00:00:00Z,2011,RSV-B,4,0.5
PP_002QE4V.1,B.D.4.1.1,2017-12-17,USA,Texas,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ279608.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11332282223098147,NA,NA,OQ279608.1,NA,NA,Osmt18_0491,0,0,2017-12-17T00:00:00Z,2017,RSV-B,604,0.04068942293855797
PP_003183F.2,B.D,2014-01-03,Spain,Catalonia,"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres",Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca,NA,15191,2025-06-30,hRSV/B/Spain/CT-HUVH-011406/2014,"Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain",OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA118626030,0.9980291683090264,NA,NA,OZ280288.1,NA,NA,NA,0,0,2014-01-03T00:00:00Z,2014,RSV-B,11,0.30151134457776363
PP_002RWQ4.1,B.D.E.2,2019-11-04,Uganda,Mbale,"Odoyo, S. O.; Lambisia, A. W.; Murunga, N.; Lewa, C. S.; Maina, G.; Okanda, D.; Mutunga, M.; Agoti, C. N.; Nokes, J. D.; Githinji, G. L.","KEMRI Wellcome Trust, Epidemiology and Demography",Homo sapiens,14867,2023-08-19,OR256338.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.8471291551701484,NA,NA,OR256338.1,NA,NA,Mbale/RSVB/CST50818/04-11-2019,0,2036,2019-11-04T00:00:00Z,2019,RSV-B,24,0.20412414523193154
PP_0024939.2,B.D,2013-10-31,USA,NA,"Das, S. R.; Halpin, R. A.; Shilts, M.; Puri, V.; Akopov, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Bishop, B.; Katzel, D.; Schobel, S.; Shrivastava, S.; Hartert, T.",J. Craig Venter Institute,Homo sapiens,15212,2016-04-06,KU950689.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9992773617133096,NA,NA,KU950689.1,NA,NA,RSVB/Homo sapiens/USA/TH_10489/2013,0,0,2013-10-31T00:00:00Z,2013,RSV-B,113,0.09407208683835973
PP_002X1Y5.1,B.D.4.1.1,2023-07-03,China,NA,"Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.","Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory",Homo sapiens,15218,2025-04-02,PV367393.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,1,NA,NA,PV367393.1,NA,NA,B-23S314,0,0,2023-07-03T00:00:00Z,2023,RSV-B,21,0.2182178902359924
PP_002NCH8.2,B.D.4.1.1,2020-03-03,Australia,NA,"Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.","The University of Sydney, Sydney Institute for Infectious Diseases",Homo sapiens,15217,2022-04-06,OM857372.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9985547234266192,NA,NA,OM857372.1,NA,NA,hRSV/B/Australia/WM0634962/2020,0,0,2020-03-03T00:00:00Z,2020,RSV-B,40,0.15811388300841897
PP_002X0LW.1,B.D.4.1,2016-08-22,China,NA,"Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.","Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory",Homo sapiens,15221,2025-04-02,PV367347.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,1,NA,NA,PV367347.1,NA,NA,B-16S180,0,0,2016-08-22T00:00:00Z,2016,RSV-B,51,0.14002800840280097
PP_0047KRE.2,B.D.4,2017-10-16,Cote d'Ivoire,NA,"Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde",WHO Collaborating Centre for Reference and Research on Influenza,NA,15248,2025-09-24,hRSV/B/Cote_d'Ivoire/IPCI-035/2017,whoflu,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA120261778,0.999408750492708,NA,NA,OZ333233.1,NA,NA,NA,0,0,2017-10-16T00:00:00Z,2017,RSV-B,17,0.24253562503633297
PP_003T19R.2,B.D.E.1.8,2025-01-06,Switzerland,NA,NA,"SIB, Ch. des Mines 9",Homo sapiens,15242,2025-06-20,OZ273180.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA118572991,0.999474444882407,NA,NA,OZ273180.1,NA,NA,hRSV/B/Switzerland/UN-SNRCI-HUG-46903259/2025,0,0,2025-01-06T00:00:00Z,2025,RSV-B,28,0.1889822365046136
PP_0023DZE.1,B,2012-03-01,Kenya,NA,"Agoti, C. N.; Otieno, J. R.; Munywoki, P. K.; Mwihuri, A. G.; Cane, P. A.; Nokes, D. J.; Kellam, P.; Cotten, M.; Cotten, M. L.",KEMRI Wellcome Trust Research Programme,Homo sapiens,15179,2015-01-28,KP317923.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9999343056103008,NA,NA,KP317923.1,NA,NA,Kilifi_9465_4_RSVB_2012,0,0,2012-03-01T00:00:00Z,2012,RSV-B,5,0.44721359549995793
PP_0025MVA.2,B.D.4,2014-02-10,China,NA,"Song, J.; Wang, H.; Ng, T. I.; Cui, A.; Zhu, S.; Huang, Y.; Sun, L.; Yang, Z.; Yu, D.; Yu, P.; Zhang, H.; Zhang, Y.; Xu, W.","National Institute for Viral Disease Control and Prevention, China Center for Disease Control and Prevention, WHO WPRO Measles Regional Reference Lab, Key Laboratory of Medical Virology Ministry of Health",Homo sapiens,1725,2018-12-10,KY296694.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11332282223098147,NA,NA,KY296694.1,NA,NA,Beijing14-17,0,0,2014-02-10T00:00:00Z,2014,RSV-B,28,0.1889822365046136
PP_004A15Z.1,B.D.E.1,2024-04-17,USA,Massachusetts,"LaVerriere, Emily; Behar, Sasha; Sher-Jan, Cole; Liang, Yan Mei; Sagar, Manish; Connor, John H.",Boston University/National Emerging Infectious Disease Laboratories; Boston Medical Center,Homo sapiens,15174,2025-10-17,hRSV/B/USA/MA-NEIDL-00030/2024,NEIDL,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN46815694,0.9957298646695572,NA,NA,OZ360287.1,SRR32330917,NA,NA,0,15,2024-04-17T00:00:00Z,2024,RSV-B,1441,0.02634316848869161
